Date,JPY to USD,USD TO AUD,USD to EUR,USD to GBP
2001-03-07,118.7,0.5167,0.9335,1.4669
2001-03-08,119.6,0.5109,0.9291,1.461
2001-03-09,119.77,0.511,0.9331,1.4695
2001-03-12,119.65,0.508,0.932,1.4665
2001-03-13,120.575,0.5096,0.9296,1.4653
2001-03-14,119.71,0.5039,0.9148,1.4489
2001-03-15,120.9,0.4962,0.9112,1.4454
2001-03-16,122.0,0.4943,0.8988,1.4358
2001-03-19,123.085,0.4967,0.8972,1.4315
2001-03-20,122.82,0.4988,0.8992,1.426
2001-03-21,122.05,0.5033,0.9118,1.438
2001-03-22,123.145,0.4936,0.896,1.4299
2001-03-23,123.705,0.4938,0.8885,1.4213
2001-03-26,123.32,0.4945,0.8894,1.4263
2001-03-27,122.395,0.5005,0.8976,1.4355
2001-03-28,121.87,0.4987,0.8934,1.4334
2001-03-29,122.265,0.494,0.8865,1.4376
2001-03-30,123.465,0.4915,0.8824,1.4284
2001-04-02,126.45,0.4887,0.8756,1.4155
2001-04-03,126.75,0.4812,0.8811,1.4197
2001-04-04,125.6,0.4887,0.8978,1.4331
2001-04-06,124.025,0.4923,0.8962,1.4278
2001-04-09,124.265,0.4969,0.9033,1.4396
2001-04-10,125.26,0.4915,0.8949,1.4431
2001-04-11,124.17,0.4973,0.8894,1.4329
2001-04-12,124.83,0.5033,0.888,1.4363
2001-04-13,123.695,0.5088,0.8925,1.4388
2001-04-16,124.65,0.5064,0.8894,1.4367
2001-04-17,124.625,0.5089,0.8888,1.4375
2001-04-18,123.465,0.5036,0.8829,1.4311
2001-04-19,122.2,0.5011,0.8838,1.4285
2001-04-20,121.275,0.5134,0.8975,1.4449
2001-04-23,121.45,0.5174,0.9026,1.4426
2001-04-24,121.25,0.5075,0.8973,1.4384
2001-04-25,122.465,0.5058,0.8947,1.434
2001-04-26,122.15,0.5081,0.8981,1.4411
2001-04-27,123.47,0.5113,0.9029,1.4401
2001-04-30,124.07,0.5084,0.8908,1.4337
2001-05-02,122.02,0.5186,0.893,1.4343
2001-05-03,121.57,0.5207,0.896,1.4359
2001-05-04,121.36,0.5153,0.8907,1.4362
2001-05-07,121.4,0.519,0.8931,1.438
2001-05-08,120.88,0.5188,0.8913,1.4382
2001-05-09,121.42,0.5173,0.8846,1.4264
2001-05-10,122.24,0.5243,0.8861,1.4228
2001-05-11,122.52,0.5239,0.8817,1.4226
2001-05-14,122.615,0.5208,0.8753,1.4182
2001-05-15,123.165,0.5187,0.8744,1.419
2001-05-16,123.16,0.5214,0.8786,1.424
2001-05-17,123.31,0.5247,0.8835,1.43
2001-05-18,122.66,0.5281,0.8823,1.4314
2001-05-21,123.6,0.5303,0.8798,1.4397
2001-05-22,122.65,0.5273,0.8766,1.4387
2001-05-23,122.755,0.5232,0.8653,1.4277
2001-05-24,120.25,0.5172,0.8555,1.4193
2001-05-25,120.3,0.5196,0.8578,1.4082
2001-05-28,120.59,0.52,0.8596,1.421
2001-05-29,121.23,0.5204,0.8604,1.4211
2001-05-30,120.2,0.519,0.8546,1.4217
2001-05-31,120.45,0.5113,0.8556,1.4269
2001-06-01,119.15,0.5075,0.846,1.4185
2001-06-04,119.32,0.5079,0.8471,1.4187
2001-06-05,119.07,0.5074,0.8452,1.412
2001-06-07,120.15,0.5143,0.8464,1.3889
2001-06-08,120.335,0.5195,0.8504,1.3931
2001-06-11,120.92,0.5253,0.85,1.383
2001-06-12,121.955,0.5213,0.8434,1.3731
2001-06-13,121.645,0.5245,0.8528,1.3729
2001-06-14,122.045,0.5281,0.855,1.3913
2001-06-15,121.39,0.5266,0.8629,1.4005
2001-06-18,123.01,0.5247,0.8627,1.4038
2001-06-19,123.295,0.5216,0.8599,1.4036
2001-06-20,123.035,0.5208,0.8535,1.4001
2001-06-21,123.815,0.5196,0.8546,1.396
2001-06-22,124.63,0.5162,0.854,1.4156
2001-06-25,124.42,0.5172,0.8567,1.412
2001-06-26,123.89,0.5167,0.8592,1.4127
2001-06-27,123.825,0.5213,0.8632,1.4168
2001-06-28,124.3,0.5172,0.8597,1.4174
2001-06-29,124.8,0.5058,0.8445,1.406
2001-07-02,124.725,0.5102,0.8504,1.414
2001-07-03,123.865,0.5108,0.8468,1.4165
2001-07-04,124.47,0.5172,0.8478,1.4075
2001-07-05,124.46,0.5184,0.8464,1.406
2001-07-06,125.635,0.5139,0.8368,1.4029
2001-07-09,125.93,0.5078,0.8474,1.4105
2001-07-10,125.305,0.5107,0.8514,1.4096
2001-07-11,125.265,0.5101,0.8552,1.4113
2001-07-12,124.265,0.5026,0.8565,1.4078
2001-07-13,124.05,0.5061,0.8525,1.4076
2001-07-16,124.85,0.5098,0.8549,1.4035
2001-07-18,124.865,0.5096,0.8595,1.4008
2001-07-19,124.12,0.5153,0.8726,1.4203
2001-07-20,123.395,0.5133,0.8716,1.4283
2001-07-23,123.3,0.5062,0.8707,1.4245
2001-07-24,124.375,0.5088,0.8694,1.42
2001-07-25,116.695,0.5428,0.9947,1.5716
2001-07-26,123.62,0.5088,0.8805,1.428
2001-07-27,123.795,0.5092,0.8778,1.427
2001-07-30,123.4,0.5077,0.8765,1.4234
2001-07-31,125.2,0.5053,0.8739,1.4261
2001-08-01,124.935,0.5085,0.8767,1.4253
2001-08-02,124.355,0.5177,0.8811,1.4342
2001-08-03,123.875,0.5203,0.8831,1.4315
2001-08-06,123.8,0.5168,0.883,1.4278
2001-08-07,123.85,0.5173,0.881,1.4187
2001-08-08,123.505,0.5149,0.8764,1.4163
2001-08-09,123.535,0.5192,0.8811,1.4154
2001-08-10,122.14,0.5126,0.8921,1.4258
2001-08-13,122.1,0.5143,0.8937,1.4235
2001-08-14,122.425,0.5172,0.8974,1.4208
2001-08-16,119.92,0.5284,0.9138,1.44
2001-08-17,120.18,0.5257,0.9115,1.4436
2001-08-20,120.325,0.5362,0.9162,1.4453
2001-08-21,120.75,0.5327,0.913,1.4441
2001-08-22,119.865,0.536,0.9175,1.4536
2001-08-23,120.445,0.535,0.9133,1.4492
2001-08-24,119.95,0.5334,0.9143,1.4465
2001-08-27,120.365,0.5332,0.9121,1.4425
2001-08-28,119.815,0.5276,0.9113,1.4435
2001-08-29,119.97,0.5298,0.912,1.4515
2001-08-30,120.195,0.5286,0.9076,1.4483
2001-08-31,119.475,0.5319,0.9162,1.4572
2001-09-03,119.15,0.5277,0.9088,1.4522
2001-09-04,118.75,0.527,0.9063,1.4533
2001-09-05,119.4,0.5236,0.8878,1.4435
2001-09-06,120.8,0.5191,0.887,1.4573
2001-09-07,120.845,0.5193,0.8955,1.456
2001-09-10,120.2,0.5192,0.9065,1.4609
2001-09-11,121.115,0.5128,0.8984,1.4564
2001-09-12,119.5,0.5174,0.9085,1.4744
2001-09-13,119.62,0.5169,0.9068,1.4683
2001-09-14,118.785,0.5158,0.912,1.4715
2001-09-17,117.62,0.5155,0.9239,1.4747
2001-09-18,117.905,0.4992,0.9237,1.4652
2001-09-19,117.31,0.494,0.9272,1.468
2001-09-20,117.615,0.4939,0.9272,1.4681
2001-09-21,116.525,0.4922,0.9266,1.4656
2001-09-24,116.895,0.4841,0.9134,1.4564
2001-09-25,117.62,0.4918,0.9159,1.4634
2001-09-26,117.555,0.4944,0.9235,1.4709
2001-09-27,117.925,0.4899,0.9225,1.4746
2001-09-28,119.7,0.487,0.9173,1.474
2001-10-04,120.665,0.4957,0.914,1.4765
2001-10-05,120.45,0.4997,0.9182,1.4759
2001-10-08,120.115,0.5071,0.9189,1.483
2001-10-09,119.85,0.5064,0.9202,1.4735
2001-10-10,120.365,0.4998,0.913,1.4582
2001-10-11,120.345,0.5021,0.9111,1.4515
2001-10-12,121.4,0.5019,0.9023,1.4462
2001-10-15,121.035,0.5133,0.9125,1.4523
2001-10-16,120.8,0.5135,0.9079,1.448
2001-10-17,121.455,0.5137,0.9078,1.448
2001-10-18,121.35,0.511,0.9017,1.4466
2001-10-19,121.18,0.5068,0.9028,1.4438
2001-10-22,121.385,0.5087,0.8983,1.4331
2001-10-23,122.345,0.5101,0.8917,1.4247
2001-10-24,122.555,0.5068,0.8909,1.4258
2001-10-25,122.92,0.5087,0.8934,1.4282
2001-10-26,122.925,0.5036,0.8923,1.4253
2001-10-29,122.715,0.5009,0.8929,1.4375
2001-10-30,121.905,0.5062,0.9051,1.4553
2001-10-31,122.125,0.5047,0.9054,1.4519
2001-11-01,122.45,0.503,0.8999,1.4542
2001-11-02,122.035,0.5095,0.9022,1.4628
2001-11-05,121.675,0.5068,0.9015,1.4615
2001-11-06,121.665,0.509,0.8972,1.4578
2001-11-07,121.205,0.5139,0.8943,1.457
2001-11-08,121.15,0.5166,0.898,1.4636
2001-11-09,120.125,0.5147,0.8927,1.4538
2001-11-12,120.375,0.5187,0.8945,1.4565
2001-11-13,120.5,0.5205,0.8939,1.4547
2001-11-14,121.42,0.5221,0.8814,1.4418
2001-11-15,121.525,0.5189,0.8828,1.4415
2001-11-16,122.395,0.5178,0.8817,1.4324
2001-11-19,122.965,0.5233,0.8843,1.4278
2001-11-20,123.15,0.5213,0.8786,1.4131
2001-11-21,122.635,0.5206,0.8835,1.42
2001-11-22,123.275,0.5152,0.8776,1.4169
2001-11-23,123.985,0.5169,0.8783,1.4108
2001-11-26,124.435,0.5177,0.8781,1.4105
2001-11-27,124.045,0.5188,0.8805,1.4121
2001-11-28,123.895,0.5225,0.8835,1.4153
2001-11-29,123.155,0.5212,0.8875,1.4258
2001-11-30,123.935,0.5189,0.8868,1.4265
2001-12-03,123.325,0.5205,0.8954,1.4237
2001-12-04,124.255,0.5161,0.8905,1.4235
2001-12-05,124.135,0.5135,0.8901,1.423
2001-12-06,124.23,0.5173,0.888,1.4163
2001-12-07,124.63,0.5186,0.894,1.4281
2001-12-10,125.6,0.5142,0.8899,1.4325
2001-12-11,125.93,0.5143,0.8909,1.4355
2001-12-12,125.925,0.5169,0.8925,1.4384
2001-12-13,125.95,0.5196,0.8976,1.4464
2001-12-14,126.12,0.5181,0.8928,1.4403
2001-12-17,127.27,0.5191,0.9038,1.454
2001-12-18,127.695,0.5181,0.9015,1.4593
2001-12-19,128.375,0.5156,0.9023,1.4567
2001-12-20,128.345,0.5115,0.9002,1.4505
2001-12-21,129.21,0.5049,0.9007,1.4494
2001-12-24,129.685,0.5088,0.8887,1.4404
2001-12-26,130.8,0.5092,0.8785,1.4432
2001-12-27,131.175,0.5067,0.88,1.4525
2001-12-28,131.87,0.5077,0.8836,1.4516
2001-12-31,131.375,0.5119,0.8843,1.4502
2002-01-02,131.805,0.5097,0.8892,1.4532
2002-01-03,132.145,0.5161,0.9038,1.4463
2002-01-04,131.775,0.5163,0.8993,1.4393
2002-01-07,130.75,0.5203,0.8956,1.4472
2002-01-08,131.175,0.5193,0.8932,1.4406
2002-01-09,132.95,0.524,0.8949,1.4403
2002-01-10,133.045,0.5239,0.8919,1.4386
2002-01-11,132.135,0.5235,0.8918,1.4394
2002-01-14,131.975,0.5187,0.8944,1.4494
2002-01-15,131.64,0.518,0.8941,1.4497
2002-01-16,131.2,0.5177,0.8843,1.4412
2002-01-17,132.195,0.5154,0.8843,1.4375
2002-01-18,132.47,0.5144,0.8814,1.4359
2002-01-21,132.6,0.5146,0.8847,1.437
2002-01-22,132.975,0.518,0.8833,1.4354
2002-01-23,133.785,0.5202,0.8879,1.4295
2002-01-24,134.485,0.5185,0.8782,1.4247
2002-01-25,134.865,0.5201,0.8776,1.425
2002-01-28,134.855,0.5167,0.8647,1.4093
2002-01-29,133.555,0.5148,0.861,1.4095
2002-01-30,133.415,0.509,0.865,1.4138
2002-01-31,132.855,0.507,0.862,1.4149
2002-02-01,134.835,0.5079,0.8587,1.4098
2002-02-04,132.965,0.5096,0.8619,1.416
2002-02-05,132.05,0.5108,0.8698,1.4227
2002-02-06,133.87,0.5097,0.8678,1.4155
2002-02-07,133.665,0.5089,0.8677,1.4126
2002-02-08,133.955,0.51,0.8705,1.4144
2002-02-14,133.145,0.5098,0.8715,1.4286
2002-02-15,131.93,0.5159,0.874,1.4301
2002-02-18,132.67,0.5175,0.8732,1.4321
2002-02-19,132.675,0.5181,0.8707,1.4283
2002-02-20,133.495,0.5185,0.8765,1.4318
2002-02-21,133.845,0.5172,0.8703,1.4276
2002-02-22,134.23,0.5166,0.8702,1.4263
2002-02-25,134.075,0.5139,0.8753,1.432
2002-02-26,133.815,0.5145,0.8695,1.4257
2002-02-27,134.57,0.5128,0.8636,1.4162
2002-02-28,134.335,0.5157,0.8659,1.4188
2002-03-04,133.495,0.5208,0.8654,1.4187
2002-03-05,132.115,0.5198,0.8698,1.423
2002-03-06,132.275,0.52,0.8714,1.4237
2002-03-07,130.635,0.5227,0.8768,1.4234
2002-03-08,127.7,0.5246,0.8814,1.4265
2002-03-11,128.425,0.5203,0.8737,1.421
2002-03-12,128.12,0.5215,0.8758,1.4202
2002-03-13,129.085,0.5198,0.8748,1.414
2002-03-14,129.47,0.5202,0.8755,1.4152
2002-03-15,129.2,0.5237,0.8825,1.4202
2002-03-18,129.345,0.5263,0.8814,1.4235
2002-03-19,131.25,0.5242,0.8824,1.4263
2002-03-20,132.23,0.5232,0.8812,1.423
2002-03-21,131.35,0.5306,0.8857,1.4307
2002-03-22,132.05,0.5298,0.8826,1.4266
2002-03-25,132.795,0.5311,0.8768,1.4246
2002-03-26,133.335,0.5298,0.8769,1.4258
2002-03-27,133.17,0.5275,0.8765,1.4262
2002-03-28,132.66,0.5287,0.8725,1.4243
2002-03-29,132.78,0.5329,0.8715,1.4253
2002-04-01,133.095,0.5333,0.8716,1.4258
2002-04-02,133.265,0.5342,0.8794,1.4398
2002-04-03,133.15,0.5345,0.8796,1.4363
2002-04-04,132.74,0.532,0.8811,1.436
2002-04-08,131.69,0.53,0.8787,1.4319
2002-04-09,131.555,0.5282,0.8745,1.4308
2002-04-10,130.725,0.5312,0.8812,1.4369
2002-04-11,130.855,0.532,0.8805,1.4364
2002-04-12,131.485,0.5352,0.8814,1.4375
2002-04-15,132.1,0.5337,0.8796,1.4365
2002-04-16,132.115,0.5317,0.8796,1.4368
2002-04-17,131.115,0.5342,0.8822,1.4399
2002-04-18,130.725,0.5381,0.8906,1.447
2002-04-19,129.935,0.5406,0.8909,1.4481
2002-04-22,130.475,0.5406,0.8902,1.4471
2002-04-23,130.125,0.5413,0.8892,1.4502
2002-04-24,130.205,0.5379,0.8886,1.4474
2002-04-25,129.55,0.5434,0.8927,1.4495
2002-04-26,128.715,0.5438,0.8979,1.4548
2002-04-29,127.78,0.5445,0.9016,1.4576
2002-04-30,128.155,0.5398,0.9034,1.458
2002-05-02,127.245,0.5395,0.9068,1.4653
2002-05-03,127.875,0.5355,0.903,1.4628
2002-05-06,126.955,0.5403,0.9168,1.4686
2002-05-07,127.145,0.5399,0.9179,1.4685
2002-05-08,128.175,0.5396,0.9129,1.4655
2002-05-09,129.055,0.5412,0.9043,1.4559
2002-05-10,128.415,0.543,0.9092,1.4596
2002-05-13,127.63,0.5444,0.9129,1.4627
2002-05-14,127.74,0.5469,0.9117,1.4578
2002-05-15,128.5,0.5478,0.9015,1.4488
2002-05-16,127.69,0.5488,0.9118,1.4604
2002-05-17,127.99,0.5481,0.912,1.4558
2002-05-20,126.165,0.5517,0.9205,1.4594
2002-05-21,125.43,0.555,0.9211,1.4597
2002-05-22,124.255,0.5554,0.9188,1.4589
2002-05-23,124.355,0.5585,0.9256,1.4605
2002-05-24,124.975,0.554,0.9209,1.4537
2002-05-27,124.845,0.5565,0.9207,1.457
2002-05-28,124.795,0.5583,0.9208,1.4559
2002-05-29,124.475,0.5617,0.9291,1.4594
2002-05-30,124.235,0.5639,0.9353,1.4622
2002-05-31,123.515,0.5629,0.9366,1.4644
2002-06-03,124.32,0.5663,0.9324,1.4562
2002-06-04,123.64,0.5737,0.9412,1.4633
2002-06-05,124.125,0.5745,0.9399,1.4593
2002-06-07,124.075,0.5749,0.9465,1.4594
2002-06-10,124.62,0.571,0.9435,1.4594
2002-06-11,124.77,0.5686,0.9433,1.4598
2002-06-12,125.26,0.5687,0.9482,1.4717
2002-06-14,125.075,0.5662,0.9426,1.4715
2002-06-17,124.35,0.5609,0.9446,1.4764
2002-06-18,124.265,0.5581,0.9447,1.4794
2002-06-19,124.235,0.5654,0.9533,1.4925
2002-06-20,124.05,0.5653,0.9565,1.4915
2002-06-21,123.55,0.572,0.9647,1.4989
2002-06-24,121.65,0.5738,0.97,1.4956
2002-06-25,121.635,0.5733,0.9709,1.5012
2002-06-26,120.985,0.5748,0.9857,1.5128
2002-06-27,119.995,0.5631,0.9825,1.5245
2002-06-28,119.575,0.5665,0.9915,1.5296
2002-07-02,119.72,0.5618,0.9918,1.5328
2002-07-03,120.035,0.5613,0.9838,1.5317
2002-07-04,119.95,0.5585,0.9804,1.527
2002-07-05,120.11,0.5545,0.977,1.525
2002-07-08,120.14,0.557,0.9745,1.5238
2002-07-09,118.7,0.5634,0.9897,1.5418
2002-07-10,118.15,0.567,0.9913,1.5455
2002-07-11,117.875,0.5656,0.9893,1.5487
2002-07-12,117.155,0.5582,0.9862,1.5507
2002-07-15,116.855,0.5603,0.9934,1.5524
2002-07-16,116.235,0.5603,1.0043,1.5692
2002-07-18,116.395,0.5506,1.0066,1.5697
2002-07-19,116.6,0.5543,1.011,1.573
2002-07-22,115.845,0.5565,1.0117,1.5758
2002-07-23,116.625,0.5464,1.0043,1.5753
2002-07-24,117.35,0.5414,0.9908,1.5667
2002-07-25,116.695,0.5428,0.9947,1.5716
2002-07-26,116.465,0.5409,1.0055,1.5835
2002-07-29,118.8,0.5372,0.9865,1.5654
2002-07-30,119.675,0.5415,0.9812,1.5635
2002-07-31,120.38,0.5443,0.9834,1.5705
2002-08-01,119.67,0.5409,0.978,1.5636
2002-08-02,119.075,0.5388,0.9868,1.5628
2002-08-05,118.845,0.5393,0.986,1.5685
2002-08-06,119.735,0.5284,0.9786,1.5585
2002-08-07,120.945,0.5305,0.9675,1.5391
2002-08-08,120.065,0.5362,0.9762,1.541
2002-08-09,121.015,0.5341,0.9678,1.5332
2002-08-12,119.705,0.5346,0.9709,1.5239
2002-08-13,118.945,0.5404,0.9786,1.5319
2002-08-14,118.28,0.5348,0.9838,1.5375
2002-08-16,117.475,0.5433,0.9813,1.5354
2002-08-19,117.78,0.546,0.9842,1.5386
2002-08-20,118.545,0.5427,0.9767,1.5268
2002-08-21,118.68,0.5477,0.9796,1.5295
2002-08-22,118.71,0.5437,0.9794,1.5304
2002-08-23,119.825,0.5418,0.969,1.5205
2002-08-26,119.455,0.5434,0.9735,1.5225
2002-08-27,119.79,0.5463,0.9708,1.5201
2002-08-28,118.305,0.5527,0.9821,1.533
2002-08-29,118.93,0.5514,0.9782,1.533
2002-08-30,118.275,0.5525,0.9839,1.5461
2002-09-02,118.43,0.5505,0.9822,1.5519
2002-09-03,117.995,0.5514,0.9843,1.5507
2002-09-04,117.045,0.5453,0.9964,1.5642
2002-09-05,117.955,0.5455,0.9915,1.5636
2002-09-06,118.275,0.5426,0.9915,1.5651
2002-09-09,118.545,0.5467,0.9822,1.5586
2002-09-10,119.055,0.5473,0.9791,1.5541
2002-09-11,119.85,0.5477,0.9754,1.5563
2002-09-12,120.215,0.5487,0.9762,1.5537
2002-09-13,119.935,0.5518,0.982,1.5601
2002-09-16,121.725,0.55,0.9722,1.5516
2002-09-17,122.12,0.5503,0.9677,1.5408
2002-09-18,122.01,0.5473,0.9737,1.5413
2002-09-19,121.435,0.5482,0.977,1.5494
2002-09-23,123.505,0.5462,0.9802,1.5537
2002-09-24,123.865,0.5428,0.9769,1.5492
2002-09-25,123.275,0.5459,0.9823,1.5623
2002-09-26,122.635,0.5462,0.977,1.5577
2002-09-27,122.195,0.5448,0.977,1.5579
2002-09-30,122.75,0.5439,0.9811,1.5611
2002-10-01,121.995,0.5432,0.9863,1.5694
2002-10-02,122.695,0.5441,0.9822,1.5621
2002-10-04,122.445,0.5464,0.9881,1.57
2002-10-07,123.22,0.5467,0.9793,1.5646
2002-10-08,124.285,0.5505,0.9829,1.5664
2002-10-09,124.045,0.5472,0.9799,1.5521
2002-10-10,123.205,0.5482,0.9901,1.5644
2002-10-11,123.495,0.5482,0.9855,1.564
2002-10-14,124.045,0.5477,0.9878,1.5623
2002-10-15,124.345,0.5461,0.9869,1.5568
2002-10-16,124.8,0.5466,0.9816,1.5532
2002-10-17,124.605,0.5488,0.9806,1.5528
2002-10-18,125.265,0.5505,0.9707,1.5492
2002-10-21,125.57,0.5497,0.9715,1.5454
2002-10-22,124.835,0.5556,0.9739,1.5435
2002-10-23,125.155,0.553,0.9768,1.5438
2002-10-24,124.575,0.5534,0.9748,1.547
2002-10-25,124.425,0.5546,0.9783,1.5547
2002-10-28,124.245,0.5558,0.9766,1.5488
2002-10-29,123.465,0.5594,0.9846,1.5605
2002-10-30,123.02,0.5566,0.983,1.5566
2002-10-31,122.905,0.5529,0.9843,1.5563
2002-11-01,122.5,0.5553,0.9908,1.566
2002-11-04,122.175,0.561,0.9971,1.5647
2002-11-05,122.205,0.5609,0.9973,1.5567
2002-11-06,122.045,0.5607,0.9986,1.5608
2002-11-07,121.6,0.5658,1.0056,1.5655
2002-11-08,121.135,0.5659,1.0085,1.5796
2002-11-11,119.9,0.564,1.013,1.5905
2002-11-12,119.845,0.5612,1.0099,1.5866
2002-11-13,119.675,0.5606,1.0126,1.5899
2002-11-14,120.115,0.5603,1.0084,1.5865
2002-11-15,120.605,0.5633,1.0039,1.579
2002-11-18,120.475,0.5635,1.0098,1.5811
2002-11-19,121.035,0.5619,1.0093,1.5815
2002-11-20,122.185,0.5587,1.0034,1.58
2002-11-21,122.7,0.5608,1.0011,1.5719
2002-11-22,122.665,0.5627,1.0024,1.581
2002-11-25,123.12,0.5646,0.9965,1.578
2002-11-26,122.08,0.5598,0.9917,1.5651
2002-11-27,121.545,0.5596,0.9938,1.553
2002-11-28,122.405,0.5563,0.9906,1.5473
2002-11-29,122.215,0.5624,0.994,1.5498
2002-12-02,122.665,0.5609,0.9943,1.5565
2002-12-03,124.465,0.5591,0.9965,1.5574
2002-12-04,124.275,0.5593,0.9967,1.5695
2002-12-05,124.425,0.5617,1.0015,1.5707
2002-12-06,124.695,0.5614,1.0007,1.5714
2002-12-09,123.275,0.5636,1.0105,1.5774
2002-12-10,123.315,0.5633,1.0112,1.5817
2002-12-11,123.93,0.5595,1.0075,1.5701
2002-12-12,123.685,0.5607,1.0083,1.5756
2002-12-13,122.645,0.5656,1.0185,1.5809
2002-12-16,120.695,0.5657,1.0237,1.5894
2002-12-17,121.415,0.5658,1.0215,1.59
2002-12-18,121.6,0.5655,1.0269,1.5975
2002-12-20,120.57,0.5661,1.0268,1.6034
2002-12-23,120.445,0.5637,1.0269,1.6019
2002-12-24,120.405,0.562,1.0265,1.5942
2002-12-26,120.335,0.5634,1.0325,1.5964
2002-12-27,120.015,0.5636,1.0371,1.6009
2002-12-30,119.895,0.5621,1.0426,1.6032
2002-12-31,118.515,0.5663,1.0475,1.6037
2003-01-02,118.82,0.5623,1.0476,1.6098
2003-01-03,120.105,0.5632,1.0364,1.5938
2003-01-06,119.735,0.5677,1.0423,1.6101
2003-01-07,119.255,0.5763,1.0447,1.6059
2003-01-08,120.295,0.5739,1.0419,1.6045
2003-01-09,119.125,0.5764,1.0496,1.6123
2003-01-10,119.345,0.5767,1.0487,1.6069
2003-01-13,119.165,0.583,1.0579,1.6096
2003-01-14,118.935,0.5849,1.054,1.6
2003-01-15,118.115,0.5874,1.0566,1.6047
2003-01-16,118.105,0.5852,1.0559,1.6047
2003-01-17,117.825,0.5889,1.0618,1.611
2003-01-20,117.985,0.5914,1.066,1.6111
2003-01-21,118.045,0.5922,1.0686,1.6084
2003-01-22,118.195,0.5887,1.0728,1.6175
2003-01-23,118.4,0.5854,1.0716,1.6195
2003-01-24,118.115,0.5916,1.0745,1.6215
2003-01-27,117.845,0.5923,1.0838,1.6334
2003-01-28,118.51,0.5885,1.0842,1.6353
2003-01-29,118.735,0.5885,1.082,1.6408
2003-01-30,118.585,0.5895,1.0814,1.6469
2003-02-03,119.895,0.5853,1.0778,1.6468
2003-02-04,120.285,0.5854,1.0787,1.6419
2003-02-05,119.745,0.5918,1.0891,1.6494
2003-02-06,120.195,0.5894,1.0779,1.6406
2003-02-07,119.905,0.5914,1.0828,1.6363
2003-02-10,120.425,0.5901,1.0813,1.6323
2003-02-11,121.255,0.5893,1.0717,1.6254
2003-02-12,121.02,0.5913,1.0745,1.6197
2003-02-13,121.345,0.5878,1.0711,1.616
2003-02-14,120.61,0.5957,1.0834,1.6206
2003-02-17,120.435,0.5913,1.0774,1.6119
2003-02-18,120.175,0.5898,1.0728,1.5989
2003-02-19,119.025,0.5895,1.0683,1.591
2003-02-20,118.685,0.594,1.0746,1.5961
2003-02-21,118.375,0.5977,1.0819,1.5937
2003-02-24,118.715,0.5964,1.0723,1.5773
2003-02-25,118.0,0.6046,1.0799,1.5877
2003-02-26,117.435,0.6051,1.0749,1.5724
2003-02-27,117.115,0.6078,1.0797,1.5836
2003-02-28,117.675,0.6056,1.0749,1.5796
2003-03-03,118.215,0.6074,1.0784,1.5724
2003-03-04,117.665,0.6137,1.0895,1.5795
2003-03-05,117.165,0.6166,1.0981,1.5888
2003-03-06,117.255,0.6163,1.0966,1.6008
2003-03-07,117.295,0.6139,1.0976,1.6011
2003-03-10,117.065,0.6131,1.101,1.6029
2003-03-11,116.865,0.6152,1.1049,1.6006
2003-03-12,117.125,0.6032,1.1033,1.6064
2003-03-13,117.475,0.593,1.0988,1.6112
2003-03-14,118.685,0.5957,1.0796,1.6008
2003-03-17,118.035,0.5988,1.081,1.5892
2003-03-18,118.785,0.5926,1.0626,1.5652
2003-03-19,118.585,0.5936,1.0642,1.5672
2003-03-20,120.035,0.5912,1.0585,1.566
2003-03-21,120.285,0.5931,1.0606,1.566
2003-03-24,121.0,0.5934,1.0598,1.5652
2003-03-25,120.65,0.595,1.0651,1.5741
2003-03-26,119.935,0.5975,1.0662,1.575
2003-03-27,119.965,0.5991,1.0698,1.5752
2003-03-28,119.955,0.6004,1.0697,1.5654
2003-03-31,119.935,0.6012,1.0784,1.5734
2003-04-01,118.125,0.6055,1.0913,1.5825
2003-04-02,117.885,0.6056,1.0936,1.5798
2003-04-03,119.015,0.6015,1.0752,1.5677
2003-04-04,119.315,0.6016,1.0766,1.5727
2003-04-07,120.275,0.6005,1.0674,1.5575
2003-04-08,119.925,0.5981,1.0683,1.5548
2003-04-09,119.765,0.602,1.0722,1.5551
2003-04-10,120.175,0.6055,1.0773,1.5651
2003-04-11,119.59,0.6065,1.0786,1.5724
2003-04-14,120.675,0.6035,1.0723,1.5684
2003-04-15,120.365,0.6047,1.0778,1.5717
2003-04-16,120.375,0.6076,1.0795,1.5696
2003-04-17,119.555,0.6125,1.0912,1.5807
2003-04-18,119.665,0.6138,1.0888,1.5727
2003-04-21,119.685,0.6149,1.0891,1.5705
2003-04-22,120.465,0.614,1.0865,1.5621
2003-04-23,119.825,0.6206,1.0968,1.5777
2003-04-24,120.585,0.6181,1.0957,1.5853
2003-04-25,119.785,0.619,1.104,1.592
2003-04-28,120.355,0.615,1.1032,1.5923
2003-04-29,120.445,0.6184,1.0979,1.5885
2003-04-30,119.635,0.6234,1.1115,1.5964
2003-05-02,118.445,0.6318,1.1247,1.6111
2003-05-06,118.485,0.6343,1.1295,1.607
2003-05-07,117.645,0.6419,1.1423,1.6139
2003-05-09,117.105,0.6445,1.1523,1.6039
2003-05-12,116.975,0.6475,1.1571,1.6052
2003-05-13,117.155,0.6478,1.1538,1.6066
2003-05-14,116.795,0.647,1.1528,1.6093
2003-05-15,116.235,0.6462,1.1477,1.6174
2003-05-16,116.505,0.6408,1.1388,1.6215
